"ESTU_TIPODOCUMENTO";"ESTU_NACIONALIDAD";"ESTU_GENERO";"ESTU_FECHANACIMIENTO";"PERIODO";"ESTU_CONSECUTIVO";"ESTU_ESTUDIANTE";"ESTU_PAIS_RESIDE";"ESTU_TIENEETNIA";"ESTU_DEPTO_RESIDE";"ESTU_COD_RESIDE_DEPTO";"ESTU_MCPIO_RESIDE";"ESTU_COD_RESIDE_MCPIO";"FAMI_ESTRATOVIVIENDA";"FAMI_PERSONASHOGAR";"FAMI_CUARTOSHOGAR";"FAMI_EDUCACIONPADRE";"FAMI_EDUCACIONMADRE";"FAMI_TRABAJOLABORPADRE";"FAMI_TRABAJOLABORMADRE";"FAMI_TIENEINTERNET";"FAMI_TIENESERVICIOTV";"FAMI_TIENECOMPUTADOR";"FAMI_TIENELAVADORA";"FAMI_TIENEHORNOMICROOGAS";"FAMI_TIENEAUTOMOVIL";"FAMI_TIENEMOTOCICLETA";"FAMI_TIENECONSOLAVIDEOJUEGOS";"FAMI_NUMLIBROS";"FAMI_COMELECHEDERIVADOS";"FAMI_COMECARNEPESCADOHUEVO";"FAMI_COMECEREALFRUTOSLEGUMBRE";"FAMI_SITUACIONECONOMICA";"ESTU_DEDICACIONLECTURADIARIA";"ESTU_DEDICACIONINTERNET";"ESTU_HORASSEMANATRABAJA";"ESTU_TIPOREMUNERACION";"COLE_CODIGO_ICFES";"COLE_COD_DANE_ESTABLECIMIENTO";"COLE_NOMBRE_ESTABLECIMIENTO";"COLE_GENERO";"COLE_NATURALEZA";"COLE_CALENDARIO";"COLE_BILINGUE";"COLE_CARACTER";"COLE_COD_DANE_SEDE";"COLE_NOMBRE_SEDE";"COLE_SEDE_PRINCIPAL";"COLE_AREA_UBICACION";"COLE_JORNADA";"COLE_COD_MCPIO_UBICACION";"COLE_MCPIO_UBICACION";"COLE_COD_DEPTO_UBICACION";"COLE_DEPTO_UBICACION";"ESTU_PRIVADO_LIBERTAD";"ESTU_COD_MCPIO_PRESENTACION";"ESTU_MCPIO_PRESENTACION";"ESTU_DEPTO_PRESENTACION";"ESTU_COD_DEPTO_PRESENTACION";"PUNT_LECTURA_CRITICA";"PERCENTIL_LECTURA_CRITICA";"DESEMP_LECTURA_CRITICA";"PUNT_MATEMATICAS";"PERCENTIL_MATEMATICAS";"DESEMP_MATEMATICAS";"PUNT_C_NATURALES";"PERCENTIL_C_NATURALES";"DESEMP_C_NATURALES";"PUNT_SOCIALES_CIUDADANAS";"PERCENTIL_SOCIALES_CIUDADANAS";"DESEMP_SOCIALES_CIUDADANAS";"PUNT_INGLES";"PERCENTIL_INGLES";"DESEMP_INGLES";"PUNT_GLOBAL";"PERCENTIL_GLOBAL";"ESTU_INSE_INDIVIDUAL";"ESTU_NSE_INDIVIDUAL";"ESTU_NSE_ESTABLECIMIENTO";"ESTU_ESTADOINVESTIGACION";"ESTU_GENERACION-E";"PERCENTIL_ESPECIAL_GLOBAL";"ESTU_ETNIA"
"TI";"COLOMBIA";"F";"16/01/2003";20194;"SB11201940351145";"ESTUDIANTE";"COLOMBIA";"No";"SUCRE";70;"SAN LUIS DE SINCÉ";70742;"Estrato 1";"1 a 2";"Uno";"Secundaria (Bachillerato) incompleta";"Educación profesional completa";"Es agricultor, pesquero o jornalero";"Trabaja en el hogar, no trabaja o estudia";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"0 A 10 LIBROS";"1 o 2 veces por semana";"3 a 5 veces por semana";"Nunca o rara vez comemos eso";"Igual";"Entre 30 y 60 minutos";"Entre 30 y 60 minutos";"0";"No";15552;170742000000;"INST EDUC ANTONIA SANTOS";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";170742000000;"INST EDUC ANTONIA SANTOS";"S";"URBANO";"MAÑANA";70742;"SAN LUIS DE SINCÉ";70;"SUCRE";"N";70742;"SAN LUIS DE SINCÉ";"SUCRE";70;69;95;4;62;83;3;48;51;2;56;78;3;61;86;"A2";295;81;49.06919674;2;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"F";"25/03/2003";20194;"SB11201940602415";"ESTUDIANTE";"COLOMBIA";"No";"ANTIOQUIA";5;"BELLO";5088;"Estrato 3";"1 a 2";"Dos";"Técnica o tecnológica completa";"Secundaria (Bachillerato) completa";"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)";"Es operario de máquinas o conduce vehículos (taxita, chofer)";"Si";"Si";"Si";"Si";"Si";"No";"No";"No";"11 A 25 LIBROS";"Todos o casi todos los días";"Todos o casi todos los días";"3 a 5 veces por semana";"Igual";"Entre 30 y 60 minutos";"Más de 3 horas";"0";"No";725705;105001000000;"INST EDUC DIEGO ECHAVARRIA MISAS";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO/ACADÉMICO";105001000000;"INST EDUC DIEGO ECHAVARRIA MISAS";"S";"URBANO";"UNICA";5001;"MEDELLÍN";5;"ANTIOQUIA";"N";5001;"MEDELLÍN";"ANTIOQUIA";5;63;84;3;59;74;3;65;93;3;60;85;3;65;90;"A2";310;88;58.96077488;3;3;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"20/02/2001";20194;"SB11201940207110";"ESTUDIANTE";"COLOMBIA";"No";"CORDOBA";23;"PUEBLO NUEVO";23570;"Estrato 1";"5 a 6";"Dos";"Primaria incompleta";"Primaria incompleta";"Es agricultor, pesquero o jornalero";"Trabaja en el hogar, no trabaja o estudia";"No";"No";"No";"Si";"No";"No";"No";"No";"0 A 10 LIBROS";"1 o 2 veces por semana";"3 a 5 veces por semana";"1 o 2 veces por semana";"Mejor";"30 minutos o menos";"No Navega Internet";"0";"No";395863;223570000000;"INSTITUCION EDUCATIVA SAN JOSE DE PALMIRA";"MIXTO";"OFICIAL";"A";;"ACADÉMICO";223570000000;"PALMIRA";"S";"RURAL";"MAÑANA";23570;"PUEBLO NUEVO";23;"CORDOBA";"N";23555;"PLANETA RICA";"CORDOBA";23;45;25;2;54;61;3;60;86;3;52;67;2;43;36;"A-";260;61;36.18142238;1;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"CC";"COLOMBIA";"F";"5/11/2000";20194;"SB11201940338291";"ESTUDIANTE";"COLOMBIA";"No";"HUILA";41;"PITALITO";41551;"Estrato 1";"1 a 2";"Dos";"Primaria completa";"Técnica o tecnológica completa";"Trabaja por cuenta propia (por ejemplo plomero, electricista)";"Trabaja en el hogar, no trabaja o estudia";"No";"No";"No";"Si";"No";"No";"Si";"No";"0 A 10 LIBROS";"3 a 5 veces por semana";"3 a 5 veces por semana";"1 o 2 veces por semana";"Igual";"Entre 30 y 60 minutos";"30 minutos o menos";"Más de 30 horas";"Si, en efectivo";159608;341551000000;"INSTITUTO JOSE CELESTINO MUTIZ";"MIXTO";"NO OFICIAL";"A";"N";"ACADÉMICO";341551000000;"INSTITUTO JOSE CELESTINO MUTIZ - SEDE PRINCIPAL";"S";"URBANO";"SABATINA";41551;"PITALITO";41;"HUILA";"N";41551;"PITALITO";"HUILA";41;58;69;3;49;45;2;43;33;2;47;55;2;38;22;"A-";242;49;42.75279126;2;2;"PUBLICAR";"NO";;
"CC";"COLOMBIA";"M";"20/10/1999";20194;"SB11201940519647";"ESTUDIANTE";"COLOMBIA";"No";"VALLE";76;"JAMUNDÍ";76364;"Estrato 2";"5 a 6";"Tres";"Primaria completa";"Educación profesional completa";"Es operario de máquinas o conduce vehículos (taxita, chofer)";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"Si";"Si";"Si";"Si";"No";"No";"No";"Si";"11 A 25 LIBROS";"3 a 5 veces por semana";"3 a 5 veces por semana";"1 o 2 veces por semana";"Igual";"Entre 30 y 60 minutos";"Entre 30 y 60 minutos";"Entre 21 y 30 horas";"Si, en efectivo";18499;176364000000;"IE CENTRAL DE BACHILLERATO INTEGRADO";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO/ACADÉMICO";176364000000;"CENTRAL DE BACHILLERATO - SEDE PRINCIPAL";"S";"RURAL";"MAÑANA";76364;"JAMUNDÍ";76;"VALLE";"N";76364;"JAMUNDÍ";"VALLE";76;53;51;3;36;13;2;38;19;1;45;49;2;50;57;"A1";218;32;53.77879403;3;2;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"20/08/2002";20194;"SB11201940216246";"ESTUDIANTE";"COLOMBIA";"No";"SANTANDER";68;"BUCARAMANGA";68001;"Estrato 2";"5 a 6";"Tres";"Primaria completa";"Secundaria (Bachillerato) incompleta";"Es operario de máquinas o conduce vehículos (taxita, chofer)";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"No";"No";"No";"Si";"No";"No";"No";"No";"11 A 25 LIBROS";"1 o 2 veces por semana";"3 a 5 veces por semana";"3 a 5 veces por semana";"Peor";"Entre 30 y 60 minutos";"Entre 30 y 60 minutos";"Entre 11 y 20 horas";"Si, en efectivo";14209;168001000000;"IE NUESTRA SEÑORA DEL PILAR";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO/ACADÉMICO";168001000000;"I E NUESTRA SE¾ORA DEL PILAR";"S";"URBANO";"MAÑANA";68001;"BUCARAMANGA";68;"SANTANDER";"N";68001;"BUCARAMANGA";"SANTANDER";68;61;79;3;59;74;3;58;81;3;64;92;3;43;37;"A-";296;82;42.83876851;2;3;"PUBLICAR";"NO";;
"TI";"COLOMBIA";"F";"23/08/2002";20194;"SB11201940111827";"ESTUDIANTE";"COLOMBIA";"No";"ATLANTICO";8;"BARRANQUILLA";8001;"Estrato 2";"3 a 4";"Dos";"Secundaria (Bachillerato) completa";"Secundaria (Bachillerato) completa";"Es operario de máquinas o conduce vehículos (taxita, chofer)";"Trabaja en el hogar, no trabaja o estudia";"Si";"Si";"No";"Si";"No";"No";"No";"No";"0 A 10 LIBROS";"1 o 2 veces por semana";"1 o 2 veces por semana";"1 o 2 veces por semana";"Igual";"30 minutos o menos";"Entre 1 y 3 horas";"0";"No";210278;108001000000;"INSTITUCION EDUCATIVA DISTRITAL LA VICTORIA";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";108001000000;"INSTITUCION EDUCATIVA DISTRITAL LA VICTORIA - SEDE PRINCIPAL";"S";"URBANO";"MAÑANA";8001;"BARRANQUILLA";8;"ATLANTICO";"N";8001;"BARRANQUILLA";"ATLANTICO";8;56;62;3;61;80;3;54;71;2;36;22;1;43;36;"A-";255;58;46.98771057;2;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"M";"6/03/2003";20194;"SB11201940037470";"ESTUDIANTE";"COLOMBIA";"No";"SANTANDER";68;"SAN GIL";68679;"Estrato 3";"7 a 8";"Seis o mas";"Educación profesional completa";"Educación profesional completa";"Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)";"Trabaja como profesional (por ejemplo médico, abogado, ingeniero)";"Si";"Si";"Si";"Si";"No";"No";"No";"No";"11 A 25 LIBROS";"Todos o casi todos los días";"Todos o casi todos los días";"Todos o casi todos los días";"Igual";"No leo por entretenimiento";"Más de 3 horas";"0";"No";15149;168679000000;"COLEGIO SAN CARLOS";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO/ACADÉMICO";168679000000;"COLEGIO SAN CARLOS";"S";"URBANO";"MAÑANA";68679;"SAN GIL";68;"SANTANDER";"N";68679;"SAN GIL";"SANTANDER";68;66;90;4;63;85;3;65;94;3;57;79;3;63;87;"A2";314;89;63.80973554;3;3;"PUBLICAR";"GENERACION E - GRATUIDAD";;
"TI";"COLOMBIA";"M";"25/09/2002";20194;"SB11201940611069";"ESTUDIANTE";"COLOMBIA";"Si";"CAUCA";19;"SANTANDER DE QUILICHAO";19698;"Estrato 1";"5 a 6";"Seis o mas";"No sabe";"No sabe";"Es agricultor, pesquero o jornalero";"Es agricultor, pesquero o jornalero";"Si";"Si";"Si";"No";"No";"No";"Si";"No";"0 A 10 LIBROS";"1 o 2 veces por semana";"Todos o casi todos los días";"Todos o casi todos los días";"Mejor";"30 minutos o menos";"30 minutos o menos";"Menos de 10 horas";"Si, en efectivo";95554;219698000000;"INSTITUCION EDUCATIVA AGROPECUARIA BENJAMIN DINDICUE";"MIXTO";"OFICIAL";"A";"N";"TÉCNICO";219698000000;"INSTITUTO TECNICO AGROINDUSTRIAL SANTA LUCIA";"S";"RURAL";"COMPLETA";19698;"SANTANDER DE QUILICHAO";19;"CAUCA";"N";19698;"SANTANDER DE QUILICHAO";"CAUCA";19;58;71;3;45;32;2;32;7;1;43;43;2;33;10;"A-";218;32;44.76141745;2;1;"PUBLICAR";"GENERACION E - GRATUIDAD";;"Paez"
"TI";"COLOMBIA";"F";"28/04/2003";20194;"SB11201940130433";"ESTUDIANTE";"COLOMBIA";"No";"SANTANDER";68;"PUERTO WILCHES";68575;"Estrato 1";"3 a 4";"Cuatro";"Primaria incompleta";"Secundaria (Bachillerato) completa";"Es operario de máquinas o conduce vehículos (taxita, chofer)";"Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc";"No";"Si";"Si";"No";"No";"No";"Si";"No";"0 A 10 LIBROS";"Nunca o rara vez comemos eso";"3 a 5 veces por semana";"Nunca o rara vez comemos eso";"Igual";"Entre 30 y 60 minutos";"No Navega Internet";"Entre 11 y 20 horas";"Si, en efectivo";60749;268575000000;"INSTITUCION EDUCATIVA EL PEDRAL";"MIXTO";"OFICIAL";"A";"N";"ACADÉMICO";268575000000;"ESCUELA RURAL EL PEDRAL";"N";"RURAL";"MAÑANA";68575;"PUERTO WILCHES";68;"SANTANDER";"N";68575;"PUERTO WILCHES";"SANTANDER";68;42;19;2;52;54;3;44;36;2;40;34;1;46;44;"A-";223;35;42.05032391;2;2;"PUBLICAR";"GENERACION E - GRATUIDAD";;
